"","screenName","text","retweetCount","score","absolute_score","lon","lat"
"278","DavidHarleyBoyd","RT @charlescwcooke: You're telling this to people who said they're ""NeverTrump."" They . . . know. That's why they said ""never Trump."" https‚Ä¶",238,1,1,-79.4377991,36.0956918
"279","DavidJKraft","‚û°Correct. @matthewjdowd has turned TOTAL #NEVERTRUMP Ì†ΩÌ¥•SADÌ†ΩÌ¥•
...his sissy breakdown is #pathetic 
Fault = @RusEmbUSA‚Ä¶ https://t.co/Dq989Zw6cS",0,0,0,-86.126827,39.9356682
"280","DavidJKraft","@carole_carey @matthewjdowd 

I'm a PATRIOT who voted for @realDonaldTrump ‚úî @mike_pence. 
No one cares. Only #NeverTrump cares.",0,1,1,-86.126827,39.9356682
"281","DavidMitspa","RT @Gab_DLJ: #RussiaHacking is the #FalseFlag trying to delegitimize Trump's victory. The #NeverTrump asshole @SenJohnMcCain will never cha‚Ä¶",2,1,1,-95.712891,37.09024
"282","DAVIDthePATRIOT","RT @WGinetta: @GeorgeWill @KellyAyotte = #NeverTrump IDIOTS !! https://t.co/m47VvijDAs",4,-1,1,-85.6602058,30.1588129
"283","dawngpsalm63","@realDonaldTrump 
Don't forget
Those who
Betrayed you!! 
#NeverTrump https://t.co/fe23YKaVND",1,0,0,-99.9018131,31.9685988
"284","dayvarelat","#NeverTrump presidential candidate Evan McMullin goes off on Trump: ‚ÄòNot a loyal American‚Äô https://t.co/HHCgUUlvYm https://t.co/ClNMeyNC7C",0,2,2,-95.712891,37.09024
"285","deannamreynolds","Sunday morning. Ì†ΩÌπå. #nevertrump #ourrevolution #berniesanders #vsco #vscocam #yesieatalone https://t.co/QKTSY1u5Ff",0,0,0,-118.2436849,34.0522342
"286","dear7655","@ElliottRHams What do you think appointing a lap dog of Putin's as Secretary of State is? lol #NeverTrump",0,0,0,-106.248163,31.7247893
"287","dear7655","@ElliottRHams before you attack @Evan_McMullin and defend Trump, read this! https://t.co/PTpbBXZMgy #NeverTrump",0,0,0,-106.248163,31.7247893
"288","dear7655","@ElliottRHams, this is what disloyalty to America looks like! #NeverTrump https://t.co/mCuKXaifHG",0,0,0,-106.248163,31.7247893
"289","dear7655","@DineshDSouza Trump is crooked too! https://t.co/VUSapskzZ3 #NeverTrump",0,0,0,-106.248163,31.7247893
"290","dear7655","@ElliottRHams @Evan_McMullin We may need a new John Birch Society for all of the Trump syncophants! lol #NeverTrump https://t.co/74L4dWkj3I",0,1,1,-106.248163,31.7247893
"291","dear7655","@DineshDSouza You know who else is crooked?https://t.co/dlm3MhRiZU #NeverTrump",0,0,0,-106.248163,31.7247893
"292","Deb4trump66","RT @IngrahamAngle: Always remember that the #NeverTrump folks were willing to lose the Court for generations to satisfy their ideological p‚Ä¶",1432,1,1,-73.134961,40.789142
"293","debitking","RT @JazzShaw: Flash forward: #NeverTrump in¬†2020 https://t.co/AqdmK8kwlp",3,0,0,-81.5157535,27.6648274
"294","debsinger2","RT @NoMoreRomney: 4 #NeverTrump Politicians Release A Joint Statement.  
And We Are Supposed To Take You Seriously? 
@LindseyGrahamSC

http‚Ä¶",5,0,0,-95.712891,37.09024
"295","DeepCoffee","@jonathanchait In fact, biggest email impact may have been on #NeverTrump conservatives who would've voted HRC minus email rtfcking. 3/3",0,0,0,-96.7969879,32.7766642
"296","DefraudTheVote","RT @Baconbitsnews: We can not let Russia control our political system, politicians &amp; country #StopTrump #PutinsPuppet @NeverTrumpPAC @Never‚Ä¶",20,0,0,-95.712891,37.09024
"297","DefraudTheVote","RT @cahulaan: #NeverTrump #NotMyPresident #TheResistance #TrumpLeaks #GrabYourWallet #ResistTrump #DonTheCon #WhereYoTaxesAtBitch Indeed ‚ùóÔ∏è‚Ä¶",9,0,0,-95.712891,37.09024
"298","DefraudTheVote","RT @ARTISTstacy: Try un-seeing THIS one! 
@realDonaldTrump ,#DumpTrump,#STopTrump,#NeverTrump,#notmypresidenttrump , #TrumpPence16 , #Trump‚Ä¶",85,1,1,-95.712891,37.09024
"299","delchic","#dumptrump #nevertrump #imwithher https://t.co/p8rWA8tUZS",0,0,0,-123.0867536,44.0520691
"300","delyju","RT @IngrahamAngle: Always remember that the #NeverTrump folks were willing to lose the Court for generations to satisfy their ideological p‚Ä¶",1432,1,1,-115.1398296,36.1699412
"301","DemDebD","RT @SpryGuy: We're looking at the take-over and dismantling of this great nation by foreign (Russian) interests &amp; multi-national corporatio‚Ä¶",17,2,2,-86.5804473,35.5174913
"302","DemDebD","RT @onenewsB: #NeverTrump presidential candidate #Evan_McMullin goes off on Trump: ‚ÄòNot a loyal American‚Äô https://t.co/9Y1Gl31Dsz #ClickLin‚Ä¶",2,2,2,-86.5804473,35.5174913
"303","DemDebD","Not if it's offensive pass interference and Russia and trump are about as offensive as they come.#nevertrump https://t.co/sCR6uhFWMo",0,-2,2,-86.5804473,35.5174913
"304","DemDebD","I think they're so dug in now that they'll defend trump even if it hurts them &amp; their families and destroys America‚Ä¶ https://t.co/7xt8iPr4DY",2,0,0,-86.5804473,35.5174913
"305","DemDebD","#nevertrump https://t.co/1Gx5FjtzJg",0,0,0,-86.5804473,35.5174913
"306","demlady2","RT @jchaltiwanger: Apparently these signs are posted all over Glasgow during Trump's visit to Scotland. #NeverTrump #AlbaGuBrath https://t.‚Ä¶",930,0,0,-116.419389,38.8026097
"307","DemLibs","RT @co_rapunzel4: The face of crass materialism, poor taste, intolerance &amp; racism. It's also the face of the #GOP. #NeverTrump https://t.co‚Ä¶",223,-4,4,-89.3985283,40.6331249
"308","denise2r","Retweet this if you feel trump is #unfit #NeverTrump #NotMyPresident                 https://t.co/CtqCRMqxQb",0,0,0,-75.0727956,40.1379904
"309","denise4925","RT @SpryGuy: In case you haven't connected the dots just yet... read this:
#NeverTrump #Treason https://t.co/A1JHxAWhGf",87,-1,1,-98.4936282,29.4241219
"310","Detrocker2264","RT @MarieMa49685063: This guy was the #NeverTrump guy he was @MittRomney and @BillKristol main man remember this @realDonaldTrump https://t‚Ä¶",2,0,0,-85.6023643,44.3148443
"311","DevinAcONNER","RT @adamjohnsonNYC: why #NeverTrump careerist neocons will never be your ally against Trump exhibit 459 https://t.co/1qSMGQycvj",129,1,1,-118.2436849,34.0522342
"312","deviousdaverose","RT @ClearlyTruth: Evan McMullin: ""Donald Trump is not a loyal American""

Muslim Brotherhood, NeverTrump, Evan https://t.co/LTwx2rLCyE https‚Ä¶",1,2,2,-79.3831843,43.653226
"313","Dgarza888","RT @bryanbehar: If America ever had a Fascist takeover, this is exactly what it would look like. #NeverTrump #NotMyPresident #USA Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏ http‚Ä¶",49,0,0,-118.2436849,34.0522342
"314","diabolical_mdog","RT @joyhurstlinehan: DIVISION is way more fun for a Narcissistic President than TRUE Unity. Conflict is the FUEL that Heats TRUMP's Flame.‚Ä¶",1,1,1,-121.8863286,37.3382082
"315","Diane_Banks","Seconds...#notmypresident #auditthevote #imwithher #resist #trump #nevertrump #trumpprotest #recount‚Ä¶ https://t.co/pznYwRYY9W",1,1,1,-87.6297982,41.8781136
"316","Diane_Banks","#notmypresident #auditthevote #imwithher #resist #trump #nevertrump #trumpprotest #recount #electoralcollege #russia https://t.co/WUBmvievBp",1,1,1,-87.6297982,41.8781136
"317","Diane_Banks","Think about that... #electoralcollege #notmypresident #russia #auditthevote #imwithher #resist #trump #nevertrump‚Ä¶ https://t.co/a2mrVNQu5A",1,1,1,-87.6297982,41.8781136
"318","dianeeldredge99","RT @PatrickRuffini: Leader of #NeverTrump in 2020? https://t.co/9MZzSjGBdz",23,0,0,-116.419389,34.9592083
"319","dianeeldredge99","RT @FreedomEditor: #NeverTrump or #NeverTrump-ish? You'll like these via @Zigmanfreud.

Motivation: https://t.co/K45GIG3N0B

Media: https:/‚Ä¶",3,1,1,-116.419389,34.9592083
"320","dicksamson","@NeverTrump This petition may be worth signing. I just did. At least it will call attention to the issue. https://t.co/aSsIq2CIjQ",0,0,0,-74.4329314,40.8948212
"321","divanubyianne","@Friends4support @ChrisJZullo this is one of the most intelligent tweets I have ever read.#NEVERTRUMP #STILLWITHHER",1,1,1,-84.3113334,39.7972788
"322","DJH_2036","I'm nowhere near pro-Trump or #NeverTrump (anymore at least). If I'm anything it's reluctant Trump hoper. I hope he proves me wrong.",0,0,0,-82.5748194,27.4989278
"323","DJNandoNYC","#NotMyPresident @realDonaldTrump #PutinsPuppet #StopTrump #FaithlessElectors #LoserDonald #NeverTrump #HarambeHelpUs https://t.co/jCmGXgPiNq",0,0,0,-74.0059413,40.7127837
"324","dmc21217","RT @ConstanceQueen8: 'Whatever It Takes': Michelle Malkin Tells Curt Schilling Mitt Romney Should Be Told 'NeverTrump Means Never Hired' ht‚Ä¶",265,-1,1,-78.9453056,34.9704419
"325","dmc21217","RT @IngrahamAngle: Always remember that the #NeverTrump folks were willing to lose the Court for generations to satisfy their ideological p‚Ä¶",1432,1,1,-78.9453056,34.9704419
"326","dmellieon","RT @girlsreallyrule: THIS IS HOW YOU ENSURE MASS PARTICIPATION: The Women's March on Washington barred from Lincoln Memorial #NeverTrump ht‚Ä¶",308,0,0,-84.1241047,39.779781
"327","DMSMaven","RT @IngrahamAngle: Always remember that the #NeverTrump folks were willing to lose the Court for generations to satisfy their ideological p‚Ä¶",1432,1,1,-79.0377388,43.0962143
"328","Dnicks58","RT @AngelaBanjela: @realDonaldTrump  ""Yeah.... but not those Muslim soldiers.  Fuck them."" #assholeinchief #unfit #nevertrump #pleasestepdo‚Ä¶",6,-2,2,-96.3813725,32.9415107
"329","doctoralsan","@maggieNYT @marcorubio being a enemy of intelligence should disqualify you as POTUS- BA #TakeTheBriefings #SecretaryOfState #Nevertrump",0,0,0,-122.1141298,37.3852183
"330","doctoralsan","@RepAdamSchiff @marcorubio  being a enemy of intelligence should disqualify you as POTUS- BA #TakeTheBriefings #SecretaryOfState #Nevertrump",0,0,0,-122.1141298,37.3852183
"331","doctoralsan","@SopanDeb @marcorubio being a enemy of intelligence should disqualify you as POTUS- BA #TakeTheBriefings #SecretaryOfState #Nevertrump",0,0,0,-122.1141298,37.3852183
"332","doctoralsan","@yashar @CindyStorer being a enemy of intelligence should disqualify you as POTUS-#TakeTheBriefings #SecretaryOfState #Nevertrump",0,0,0,-122.1141298,37.3852183
"333","doctoralsan","@davidfrum @marcorubio  being a enemy of intelligence should disqualify you as POTUS- BA #TakeTheBriefings #SecretaryOfState #Nevertrump",0,0,0,-122.1141298,37.3852183
"334","doctoralsan","@marcorubio @jaketapper being a enemy of intelligence should disqualify you as POTUS- BA #TakeTheBriefings #SecretaryOfState #Nevertrump",0,0,0,-122.1141298,37.3852183
"335","doctoralsan","This is incompetence your duty is to protect us  this, his non divestment and russia he is unfit to be president‚Ä¶ https://t.co/MPsYNBKH5p",0,-1,1,-122.1141298,37.3852183
"336","DoctorGeezer","Tillerson's ties to P important; What about CofInterest?  W ExMob ban oil from Muslim states? @DavidMPaine‚Ä¶ https://t.co/mUepzyj29M",0,1,1,-98.4842465,39.011902
"337","DoctorGeezer","Elec hacking huge problem; Wait til black hats affect power grids, finance, transit, nuc codes! @DavidMPaine‚Ä¶ https://t.co/JdDkZhG37j",0,-1,1,-98.4842465,39.011902
"338","DolphinMobile","RT @IngrahamAngle: Always remember that the #NeverTrump folks were willing to lose the Court for generations to satisfy their ideological p‚Ä¶",1432,1,1,-80.6081089,28.0836269
"339","donaldbroom","RT @VivaLaAmes: VIDEO : Trump responds to the insane ""Russian Conspiracy Theory"" started by NeverTrump and pushed by Liberals.
https://t.co‚Ä¶",47,-1,1,-82.3534727,36.3134397
"340","Donaldson2016","RT @ConstanceQueen8: 'Whatever It Takes': Michelle Malkin Tells Curt Schilling Mitt Romney Should Be Told 'NeverTrump Means Never Hired' ht‚Ä¶",265,-1,1,-115.1398296,36.1699412
"341","dotdash1961","RT @SpryGuy: Donald Trump's win is not legitimate.
Donald Trump is not a legitimate President.
Doanald Trump is a liar, cheater, and TRAITO‚Ä¶",42,1,1,-113.996586,46.8787176
"342","DottieSonder","RT @funder: One bigot down‚û°Ô∏èPatMcCroryNC 

A few to go...

#resist

#NeverTrump #StopBannon #stopsessions #ridofreince #kellyannecrazy #mon‚Ä¶",74,0,0,-92.2382185,33.7573332
"343","doubleyouj","Rational solution to your #NeverTrump butthurt https://t.co/n3Nd5gEWfP",0,1,1,-73.2612615,41.1408363
"344","DREWSINGS","#resist #nevertrump protest happening right now in LA. ‚úäÌ†ºÌøºÌ†ºÌ∑∫Ì†ºÌ∑∏ https://t.co/ma59Dr7Ju4",1,0,0,-73.9441579,40.6781784
"345","dscotto10","RT @TheOneSoleShoe: NeverTrump people wanted to do anything they could- within the rules- to stop Trump.  But a primary is a different anim‚Ä¶",3,1,1,-122.6764816,45.5230622
"346","dueblum49","Who is picking Trumps cabinet, Putin or Trump? #resist #neverTrump #notmypresident #Putins p***y!",0,1,1,-105.8172316,39.9449868
"347","dueblum49","@JoyAnnReid @TheWrap They could get Ted Nugent to perform Cat Scratch Fever. Would be fitting! #resist! #neverTrump!#notmypresident!",0,-2,2,-105.8172316,39.9449868
"348","dueblum49","@JoyAnnReid We have been hollering about Trumps ties to Russia for a year but no one cared!#neverTrump  #DontheCon #notmypresident #resist",0,0,0,-105.8172316,39.9449868
"349","dunnkath","RT @DarthHendrick: @realDonaldTrump do you know more than the future Generals from West Point? Believe Me! #NeverTrump",2,0,0,-73.087749,41.6032207
"350","DustyFae","https://t.co/TwQAAigqii",0,0,0,-80.4549026,38.5976262
"351","Dwarfclone","RT @charlescwcooke: You're telling this to people who said they're ""NeverTrump."" They . . . know. That's why they said ""never Trump."" https‚Ä¶",238,1,1,-81.3792365,28.5383355
"352","Dwarfclone","RT @EF517_V2: Here's a fact.
You can be a #NeverTrump person, who didn't vote for him (like me), and still excoriate the media for their co‚Ä¶",10,0,0,-81.3792365,28.5383355
"353","dwp0771","#KremlinGate #NeverTrump #DumpTrump #StillWithHer https://t.co/SFgdhso0Pt",0,0,0,-93.7501789,32.5251516
"354","dwp0771","#DumpTrump #NeverTrump #Putinspuppet #StillWithHer https://t.co/ObIrqMkc0c",0,0,0,-93.7501789,32.5251516
"355","dwp0771","#NeverTrump #Putinspuppet #KremlinGate #DumbassDonald https://t.co/tkO6kuEpvK",0,0,0,-93.7501789,32.5251516
"356","DZdyke","RT @SpryGuy: Donald Trump's win is not legitimate.
Donald Trump is not a legitimate President.
Doanald Trump is a liar, cheater, and TRAITO‚Ä¶",42,1,1,-118.2436849,34.0522342
"357","edalexport","@WalshFreedom WE TOLD YOU THIS A YEAR AGO!!! #NeverTrump",0,0,0,-118.2436849,34.0522342
"358","EdAsante77","Lol this reminds me of back in primaries when NeverTrump would say 65% of GOP voted against Trump. It was wrong the‚Ä¶ https://t.co/xz2X3mVyPl",3,0,0,-76.6412712,39.0457549
"359","eddienotfunny","RT @safarishane: How George W. Bush could save us from Donald J. Trump. via @lessig 
#Resistance 
#NeverTrump 
https://t.co/s3k3JxvZPW",83,0,0,-95.712891,37.09024
"360","eduardovilchez8","RT @ninamills: #Russia #NotMyPresident #NeverTrump #America #UniteBlue #TNTweeters https://t.co/s5QAVD0qXH",1,0,0,-118.2436849,34.0522342
"361","edwrather","RT @VivaLaAmes: VIDEO : Trump responds to the insane ""Russian Conspiracy Theory"" started by NeverTrump and pushed by Liberals.
https://t.co‚Ä¶",47,-1,1,-97.092877,35.0077519
"362","EF4EqualRights","@CNNSotu @SenatorCardin @realDonaldTrump should be impeached and Presidency given to the REAL President-Elect @HillaryClinton #nevertrump",0,0,0,-77.0368707,38.9071923
"363","EileenEyetman53","@RepCummings please please investigate trump, lots to work with #conflictsofinterest #russiahacks #notfit4office #nevertrump #impeachment",0,2,2,-75.0376707,39.8915022
"364","elderberryplace","RT @challrn181: #notmypresident #womensmarchonwashington #nevertrump #resisttrump https://t.co/mSROYRfBSj",3,0,0,-79.0377388,43.0962143
"365","elevator_doctor","RT @TrumpWinner_16: ‚ÄòWhatever It Takes‚Äô: Michelle Malkin Tells Curt Schilling Mitt Romney Should Be Told ‚ÄòNeverTrump Means Never Hired‚Äô htt‚Ä¶",2,-1,1,-121.9877444,38.3565773
"366","ellak96","RT @adamjohnsonNYC: why #NeverTrump careerist neocons will never be your ally against Trump exhibit 459 https://t.co/1qSMGQycvj",129,1,1,-81.5157535,27.6648274
"367","ElliottRHams","Now I'm starting to understand why @NolteNC had righteous indignation at many of these #NeverTrump hacks. It makes total sense.",0,-1,1,-71.3824374,42.4072107
"368","ElliottRHams","Must I remind everyone that I was #NeverTrump before McMullin decided to start his campaign? I still continue to criticize him harshly.",0,-2,2,-71.3824374,42.4072107
"369","ElliottRHams","I was #NeverTrump long before McMullin started his campaign. I'm just calling out people in my camp who are histrio‚Ä¶ https://t.co/KV5oSQbZGX",0,0,0,-71.3824374,42.4072107
"370","ElliottRHams","Look Evan, I was #NeverTrump too. He has said plenty of stupid things following the CIA report, but to claim disloy‚Ä¶ https://t.co/SkALcbPfbO",2,-1,1,-71.3824374,42.4072107
"371","ElliottRHams","I was #NeverTrump. I didn't vote for him nor do I agree with everything he has said &amp; done. I just call out bullshi‚Ä¶ https://t.co/lKrRbY0MME",1,0,0,-71.3824374,42.4072107
"372","elocio","T***p wants to be POTUS, but he doesnt want to do the job. God help America.
#notmypresident #nevertrump https://t.co/0twtPi1M4B",0,0,0,-81.1637245,33.836081
"373","elsbet","RT @SpryGuy: In case you haven't connected the dots just yet... read this:
#NeverTrump #Treason https://t.co/A1JHxAWhGf",87,-1,1,-90.0715323,29.9510658
"374","elvislver56","RT @SpryGuy: In case you haven't connected the dots just yet... read this:
#NeverTrump #Treason https://t.co/A1JHxAWhGf",87,-1,1,-117.9414477,33.7739053
"375","elvislver56","RT @SpryGuy: Donald Trump's win is not legitimate.
Donald Trump is not a legitimate President.
Doanald Trump is a liar, cheater, and TRAITO‚Ä¶",42,1,1,-117.9414477,33.7739053
"376","EminemsRealMrs","#NotMyPresident #NeverTrump https://t.co/sUTKoNGU3J",0,0,0,-82.9554746,42.4683698
"377","Emy4Trump","#NeverTrump presidential candidate Evan McMullin goes off on Trump: ‚ÄòNot a loyal American‚Äô https://t.co/DtXMIimtTi https://t.co/XBbbiU9bU1",0,2,2,-74.0059413,40.7127837
"378","epauepedra","RT @StopTrump2020: I could agree with Making America Great again like this #MAGA #NeverTrump #notmypresident https://t.co/zKnM7iR3wW",22,2,2,-74.0059413,40.7127837
"379","epitomee","Lock him Up!!#neverTrump #PutinsPuppet https://t.co/6DHMwpSHec",0,0,0,-95.712891,37.09024
"380","ericspratling","RT @charlescwcooke: You're telling this to people who said they're ""NeverTrump."" They . . . know. That's why they said ""never Trump."" https‚Ä¶",238,1,1,-77.4291298,39.0066993
"381","EsqAndrew","#NeverTrump presidential candidate Evan McMullin goes off on Trump: ‚ÄòNot a loyal American‚Äô https://t.co/dkD5mTUBaz via @chrisenloe @theblaze",0,2,2,-77.0368707,38.9071923
"382","ethomas3915","RT @Bastille_Kate: ... ""CONservatism"" is a CON.

#AuditTheVote #Recount2016 #NotMyPresident #DonTheCon #StillWithHer #ElectoralCollege #Nev‚Ä¶",1,0,0,-74.0119753,40.7076093
"383","evilintolerant","RT @IngrahamAngle: Always remember that the #NeverTrump folks were willing to lose the Court for generations to satisfy their ideological p‚Ä¶",1432,1,1,-80.1373174,26.1224386
"384","exposeliberals","Latest #NeverTrump smear - Melania Trump will postpone FLOTUS title https://t.co/q5rxYPNH27 #tcot #tlot #maga https://t.co/qqUovNEUz9",4,0,0,-118.2436849,34.0522342
"385","exposeliberals","Latest #NeverTrump smear -- Melania Trump will postpone FLOTUS title https://t.co/q5rxYPNH27 #tcot #tlot #maga https://t.co/qqUovNEUz9",2,0,0,-118.2436849,34.0522342
"386","eye95","Again, read what he said. He finds daily briefing REPETITIVE. He invites new info AT A MOMENT'S NOTICE.

I am‚Ä¶ https://t.co/mX19gXPkpk",0,-1,1,-84.0193789,39.8208925
"387","FactsVsOpinion","RT @SpryGuy: Donald Trump's win is not legitimate.
Donald Trump is not a legitimate President.
Doanald Trump is a liar, cheater, and TRAITO‚Ä¶",42,1,1,-80.1300455,25.790654
"388","FactsVsOpinion","RT @SpryGuy: The events of this election, before during and after, prove that Republicans are un-American, unpatriotic, and treasonous. #Ne‚Ä¶",8,-1,1,-80.1300455,25.790654
"389","falafelmywffle","@realDonaldTrump wins Person of the Year and complains about it. This is why he is the worst human being. #dumptrump #nevertrump",0,-1,1,-74.4056612,40.0583238
"390","fashiongreens","Cleveland women have the power to stop Trump. #NeverTrump. #Hillary, #iWillVote!

https://t.co/y3HfoUFY6Y https://t.co/UsX7cToGPX",0,1,1,-81.7877593,41.4524536
"391","FBKOLI","RT @SpryGuy: In case you haven't connected the dots just yet... read this:
#NeverTrump #Treason https://t.co/A1JHxAWhGf",87,-1,1,-117.1610838,32.715738
"392","fergiedurgish","RT @ConstanceQueen8: 'Whatever It Takes': Michelle Malkin Tells Curt Schilling Mitt Romney Should Be Told 'NeverTrump Means Never Hired' ht‚Ä¶",265,-1,1,-111.0937311,34.0489281
"393","FIERCEDEFENDER1","@mmpadellan I've missed you #WalterWhite but I must say you picked a perfect time to return to us!! 
#SNL #NeverTrump ‚úäÌ†ºÌøºÌ†ΩÌ≤•‚úäÌ†ºÌøºÌ†ΩÌ≤•‚úäÌ†ºÌøºÌ†ΩÌ≤•‚úäÌ†ºÌøºÌ†ΩÌ≤•‚úäÌ†ºÌøºÌ†ΩÌ≤•‚úäÌ†ºÌøº",0,0,0,-110.926479,32.2217429
"394","FIERCEDEFENDER1","@mmpadellan @Dangchick1 Why didn't voters listen?!?!?! #MadamPresident #NeverTrump Ì†ΩÌ∏ñ",8,0,0,-110.926479,32.2217429
"395","FiFiLaRue55","So Trump is like a smart person. You could say he's a ""smart"" person, I suppose. #nevertrump",0,4,4,-95.6890185,39.0558235
"396","filehoot","Women have the power to stop Trump. #NeverTrump. #Hillary, #iWillVote!

https://t.co/h2NBYGSuzB https://t.co/Cpb4dcWoV7",0,1,1,-81.7877593,41.4524536
"397","findmeupnorth11","Trust Trump?  I would rather go hunting with Dick Cheney!

#NotMyPresident 
#SundayMorning 
#NeverTrump",0,1,1,-91.2555616,43.8698504
"398","fishbits","RT @charlescwcooke: You're telling this to people who said they're ""NeverTrump."" They . . . know. That's why they said ""never Trump."" https‚Ä¶",238,1,1,-122.334363,47.609016
"399","FiyaSturm","RT @theshex: @FiyaSturm @allanbrauer #nevertrump",1,0,0,-74.0059413,40.7127837
"400","FLGatorKing","RT @TheOneSoleShoe: NeverTrump people wanted to do anything they could- within the rules- to stop Trump.  But a primary is a different anim‚Ä¶",3,1,1,-81.5157535,27.6648274
"401","FoodAprecianado","RT @bryanbehar: If America ever had a Fascist takeover, this is exactly what it would look like. #NeverTrump #NotMyPresident #USA Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏ http‚Ä¶",49,0,0,-122.0563527,37.6576656
"402","ForTennessee","RT @ldesilvi: @ForTennessee Not a surprise. #Soros is the major donor for #NeverTrump.",1,0,0,-86.5804473,35.5174913
"403","FosterMomMN","RT @IngrahamAngle: Always remember that the #NeverTrump folks were willing to lose the Court for generations to satisfy their ideological p‚Ä¶",1432,1,1,-93.2650108,44.977753
"404","fradarl29","RT @HamiltonElector: Our great nation begs our electors to put country and values 1st, party preference 2nd. #NeverTrump #SupportTheElector‚Ä¶",391,1,1,-87.3955954,46.5475825
"405","francescah28","RT @elizacron: Yep - and look who is the real puppet? #RESIST #RussianHacks #AuditTheVote #NeverTrump #NotMyPresident https://t.co/FMTfn3S8‚Ä¶",1,-1,1,-74.0059413,40.7127837
"406","FrankMusicpromo","@FaceTheNation

New dynamic: Trump + Goldman + Exxon + Russia + white nationalists v. everyone else #notmypresident #nevertrump",0,2,2,-118.2436849,34.0522342
"407","fred9038","@realDonaldTrump You must be getting under the skin of #NeverTrump @Evan_McMullin - who probably doesn't watch the valuable @RT_com",0,1,1,-81.5157535,27.6648274
"408","fred9038","Every time @realDonaldTrump has an interview additional nails are placed in the coffins of #Nevertrump and Democrats",0,0,0,-81.5157535,27.6648274
"409","Frostingo","RT @SpryGuy: Alt-president-elect Donald J. Trump is a classic gaslighter. He is a toxic blend of Barnum &amp; a bully. Don't let him sucker you‚Ä¶",43,-1,1,-120.8958242,38.8375215
"410","FSUforever","@LelandVittert @FoxNews, just impossible not to be snarky or conceal obvious dislike for Trump and Conservatives. Still #NeverTrump.",0,-2,2,-82.1139152,29.9377229
"411","FSUMogle","Trump did succeed in humiliating Romney.  Not sure why the fool even agreed to interviews.  Should have held strong to #NeverTrump",0,1,1,-84.2807329,30.4382559
"412","funkymotoman","RT @jchaltiwanger: Apparently these signs are posted all over Glasgow during Trump's visit to Scotland. #NeverTrump #AlbaGuBrath https://t.‚Ä¶",930,0,0,-123.3656444,48.4284207
"413","furious_a","@dtrusmith @jennanjack @Toddkron  Mark Kirk aside, (R)s lost two Senate races (NV and NH) because of #NeverTrump stupids.  Thanks @RedState!",0,-1,1,-99.9018131,31.9685988
"414","FxxMxxLxx","@Reince @GOP 
All your BS will catch up to you 
#NeverTrump
#NotMyPOTUS https://t.co/pdwfT2opZ5",0,-1,1,-122.4194155,37.7749295
"415","g_tarr2","RT @IngrahamAngle: Always remember that the #NeverTrump folks were willing to lose the Court for generations to satisfy their ideological p‚Ä¶",1432,1,1,-81.5157535,27.6648274
"416","G8torDad66","RT @VivaLaAmes: VIDEO : Trump responds to the insane ""Russian Conspiracy Theory"" started by NeverTrump and pushed by Liberals.
https://t.co‚Ä¶",47,-1,1,-95.712891,37.09024
"417","gabenascar","RT @kathyzyskowski: Donating to @freespeechtv, more important than ever with the threat of an orange administration looming and dooming. #n‚Ä¶",4,0,0,-95.992775,36.1539816
"418","Gaga4everGaga4","RT @Vanderpunked: Michael Moore reveals plans for major protest at Donald Trump inauguration
#nevertrump 
https://t.co/uyQasA0d6d",3,0,0,-118.1445155,34.1477849
"419","GagaDelRey25","RT @GagaDelRey25: Omg what if we do get #PresidentHillaryClinton for Christmas Ì†ΩÌ∏çÌ†ΩÌ∏≠Ì†ΩÌ∏çÌ†ΩÌ≤ôÌ†ΩÌ∏çÌ†ΩÌ∏≠ #ImWithHer #TeamHillary #PresidentHillary #NeverTrump‚Ä¶",1,0,0,-95.712891,37.09024
"420","GailOtis","RT @UckfayRumptay: I'm just gonna leave this here. @CIA He needs to be stopped. #TheResistance #GrabYourWallet #NeverTrump #Maddow [https:/‚Ä¶",5,0,0,-110.1628325,38.9955023
"421","GailOtis","Trump won't need to rely on US Intell if he relies on Putin. #NeverTrump.  He is corrupt.",0,0,0,-110.1628325,38.9955023
"422","gailspencer8","RT @IngrahamAngle: Always remember that the #NeverTrump folks were willing to lose the Court for generations to satisfy their ideological p‚Ä¶",1432,1,1,-95.712891,37.09024
"423","GaiusTrump",".realDonaldTrump: Trump is an incompetent bankrupt bully with an oversized ego. #NeverTrump",0,-2,2,-95.712891,37.09024
"424","GammaRae206","@Anomaly100 Yeah. .@realDonaldTrump is as sharp as a stick of butter on hot asphalt. Dumber'n a stump. #WhinyLittleBitch #NeverTrump",0,1,1,-102.4107493,34.2331373
"425","gary_rath","RT @IngrahamAngle: Always remember that the #NeverTrump folks were willing to lose the Court for generations to satisfy their ideological p‚Ä¶",1432,1,1,-95.6890185,39.0558235
"426","GaryD_Sr","RT @IngrahamAngle: Always remember that the #NeverTrump folks were willing to lose the Court for generations to satisfy their ideological p‚Ä¶",1432,1,1,-84.3879824,33.7489954
"427","GasparLewis","RT @adamjohnsonNYC: why #NeverTrump careerist neocons will never be your ally against Trump exhibit 459 https://t.co/1qSMGQycvj",129,1,1,-73.134961,40.789142
