"","screenName","text","retweetCount","score","absolute_score","lon","lat"
"298","darylmox","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-73.087749,41.6032207
"299","datrumpnation1","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",611,0,0,-95.712891,37.09024
"300","DavidHudson04","RT @Reince: Strong, qualified cabinet coming together ahead of previous administrations. Best and brightest ready to #MakeAmericaGreatAgain",1873,5,5,-87.5691735,33.2098407
"301","DavidPerez728","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",610,0,0,-74.2859157,40.5380876
"302","davidreisig1","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-83.6596596,41.9572676
"303","DawnSwe12515208","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",611,0,0,-95.712891,37.09024
"304","DBHnBuckhead","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-84.406761,33.8372663
"305","dchuskerfan","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-77.1772604,38.9338676
"306","deanawa55339161","RT @Reince: Strong, qualified cabinet coming together ahead of previous administrations. Best and brightest ready to #MakeAmericaGreatAgain",1873,5,5,-119.4179324,36.778261
"307","deanawa55339161","RT @DanScavino: President-elect @realDonaldTrump speaking @lagop. Get out &amp; VOTE tomorrow for @JohnKennedyLA! #MakeAmericaGreatAgain https:‚Ä¶",476,0,0,-119.4179324,36.778261
"308","DebbieJonesMK1","@FoxNews @realDonaldTrump The American Dream is Alive Again! #MakeAmericaGreatAgain",0,0,0,-86.7816016,36.1626638
"309","DeborahOchoa07","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",610,0,0,-119.4179324,36.778261
"310","deborahrieck","RT @Reince: Strong, qualified cabinet coming together ahead of previous administrations. Best and brightest ready to #MakeAmericaGreatAgain",1873,5,5,-78.1108342,38.2454106
"311","debsinger2","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",612,0,0,-95.712891,37.09024
"312","DebSpruytte","@mattdamon_ won't go see ur new films or support ur work. Too bad, always enjoyed watching you.
#makeamericagreatagain",0,2,2,-94.8191285,38.8813958
"313","delawaredave","What a loser.  Get over it  You will do anything for attention. @DrJillStein  #Trump #MakeAmericaGreatAgain",0,0,0,-75.5276699,38.9108325
"314","DelWilber","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-77.0368707,38.9071923
"315","delyju","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-115.1398296,36.1699412
"316","denipop15","RT @RepublicanChick: ""One Nation under GOD, INDIVISIBLE, with LIBERTY and JUSTICE for ALL"" #MakeAmericaGreatAgain Jan 20th cant come soon e‚Ä¶",394,1,1,-107.2902839,43.0759678
"317","DennisBohannon","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",611,0,0,-89.1306124,31.6940509
"318","depictbooks","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",612,0,0,-91.9623327,30.9842977
"319","DEPLORABLERAY11","RT @jackflackdaily: Sheriff Explains  how ‚ÄúHands up, don‚Äôt shoot!‚Äù Changed America https://t.co/YcXloW5D3z #Trump #makeamericagreatagain #M‚Ä¶",12,1,1,-80.3582261,27.2730492
"320","deplorableRory","We're reaching dimensions of chess that shouldn't even be possible. BTW CNN BTFO! #MakeAmericaGreatAgain https://t.co/nIuKq7J8GS",0,0,0,-74.0059413,40.7127837
"321","deplorableRory","The President-Elect just called CNN 'FAKE NEWS'! #MakeAmericaGreatAgain https://t.co/C0W1CJ8ImR",0,-1,1,-74.0059413,40.7127837
"322","Detrocker2264","RT @Peruvianmuse: My Trump Ornament came today! #MakeAmericaGreatAgain #MerryChristmasÌ†ºÌæÑ https://t.co/WwEJWt2qdQ",1,0,0,-85.6023643,44.3148443
"323","DiAlegna","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",610,0,0,-91.8318334,37.9642529
"324","DiamondBar8","@theguestroompod @NBCNews he must no plenty or @realDonaldTrump woldnt have picked him.U can ride the coat tails of #MakeAmericaGreatAgain",0,0,0,-91.8318334,37.9642529
"325","DivaAmie","RT @jforestano: No #Recount2016 No #faithlesselectors and No #RussianHackers We The People voted to #MakeAmericaGreatAgain",2,0,0,-86.5804473,35.5174913
"326","djh0002002","RT @GOP: Working hard for the American people and ready to #MakeAmericaGreatAgain ‚¨áÔ∏è https://t.co/eGQYR5ZQNB",697,0,0,-81.1637245,33.836081
"327","DJTforCatholics","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-74.0059413,40.7127837
"328","dkmkc2000","RT @atheygraphics: Keep it Real #Tucker  #TuckerCarlsonTonight #MakeAmericaGreatAgain https://t.co/oeNaNEJ02P",9,0,0,-76.6412712,39.0457549
"329","Dman541","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",612,0,0,-73.087749,41.6032207
"330","dmashni221","RT @PhilRevard: LOL! Hey, @realDonaldTrump voters, you've been TRUMPED! #draintheswamp https://t.co/hREZzgtuBx #maga #MakeAmericaGreatAgain‚Ä¶",24,0,0,-85.6023643,44.3148443
"331","doccigar","RT @amrightnow: Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 https://t.co/wLHPFcG‚Ä¶",1,1,1,-97.330053,37.6871761
"332","doccigar","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",610,0,0,-97.330053,37.6871761
"333","Docsteve4u","Congratulations 52nd 2016 Republican Senator @JohnKennedyLA #MakeAmericaGreatAgain Thank You Louisiana and‚Ä¶ https://t.co/i7DRcXL1UE",0,2,2,-81.3961338,30.2841224
"334","Docsteve4u","12/5/2013 in London Dr Steve with our new Deputy Secretary of State JOHN BOLTON @AmbJohnBolton‚Ä¶ https://t.co/3YaeJ7gTEm",0,0,0,-81.3961338,30.2841224
"335","Dollymunoz16","RT @The_Trump_Train: Watch Michael Moore get shut down by Michigan autoworker! #MakeAmericaGreatAgain https://t.co/EaVXfUHVMA",1450,0,0,-111.9021622,41.0321662
"336","DollyZ96","RT @SemperFi_23: @jmpalmieri stronger together? What the hell does that mean? #MakeAmericaGreatAgain",3,0,0,-72.6662075,40.8245437
"337","Don_Vito_08","@FoxNews @realDonaldTrump 
#MakeAmericaGreatAgain https://t.co/zaanOqjosb",4,0,0,-95.712891,37.09024
"338","DonaldjTrumpFTW","@infowars #Trump2016 #MakeAmericaGreatAgain Breaking News: Climate Scare Is Over! https://t.co/swyizdbiRC",0,-2,2,-95.3698028,29.7604267
"339","DonaldjTrumpFTW","@infowars #Trump2016 #MakeAmericaGreatAgain Washington Post Fake News: Secret CIA assessment says Russia was tr... https://t.co/yS0wXx1C5l",0,-1,1,-95.3698028,29.7604267
"340","DonaldjTrumpFTW","@infowars #Trump2016 #MakeAmericaGreatAgain IMF Chief Lagarde on Trial in France https://t.co/q0E6oyRTl0",0,0,0,-95.3698028,29.7604267
"341","DonaldjTrumpFTW","@infowars #Trump2016 #MakeAmericaGreatAgain Wells Fargo Scandal Hits Prudential as Whistle-Blowers Sue https://t.co/goUXhJ9S54",0,-2,2,-95.3698028,29.7604267
"342","DonaldjTrumpFTW","@infowars #Trump2016 #MakeAmericaGreatAgain Trump Labels CNN ‚ÄòFake News‚Äô https://t.co/NhSBDbXfE4",0,0,0,-95.3698028,29.7604267
"343","DonaldjTrumpFTW","@infowars #Trump2016 #MakeAmericaGreatAgain Trump: Companies That Leave U.S. Will Have a ‚ÄòVery, Very Substantia... https://t.co/xp1Oz9vJFh",0,1,1,-95.3698028,29.7604267
"344","DonaldjTrumpFTW","@infowars #Trump2016 #MakeAmericaGreatAgain Suspected Car Bomb Wounds around 20 Outside Istanbul Soccer Stadium https://t.co/LDOMdsc2i8",0,-2,2,-95.3698028,29.7604267
"345","DonaldjTrumpFTW","@infowars #Trump2016 #MakeAmericaGreatAgain Breaking! Congress Admits CIA Moving To Ban Free Speech In America https://t.co/pZPshDpBiP",1,0,0,-95.3698028,29.7604267
"346","DonaldUS2016","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",612,0,0,-95.712891,37.09024
"347","donvito72","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-79.9958864,40.4406248
"348","DoreeeV","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-111.0937311,34.0489281
"349","DoublePTX2","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",610,0,0,-99.9018131,31.9685988
"350","DougPaulJc","@realDonaldTrump to #MakeAmericaGreatAgain  Jesus the messiah, for all your spiritual needs, and for laying up treasure in heaven.",0,3,3,-122.2015159,47.6101497
"351","DougSann1","Dallas fan who already tattooed  the Cowboys as the Super Bowl LI winners. Wonder if HRC has Potus45 tattoo. Karma! #MakeAmericaGreatAgain",0,3,3,-89.7031784,44.7930232
"352","downbyseashore","@seabe1985 Ì†ΩÌ±çÌ†ºÌøªI agreeÌ†ºÌ∑∫Ì†ºÌ∑∏‚ù§Ô∏è #MakeAmericaGreatAgain @realDonaldTrump",0,0,0,-99.9018131,31.9685988
"353","Dragonsnestling","RT @DaysOfTrump: 41 Days to #Trump : Counting down to Inauguration Day and @DaysOfTrump in the White House! #MakeAmericaGreatAgain https://‚Ä¶",10,1,1,-112.3679279,33.6292337
"354","DrakeysDad93","RT @The_Trump_Train: Sheriff David Clarke weighs in on the dishonest MSM in classic fashion. He is a true leader! #MakeAmericaGreatAgain ht‚Ä¶",1059,0,0,-82.1910378,42.4048028
"355","dralmavillegas","RT @DaysOfTrump: 41 Days to #Trump : Counting down to Inauguration Day and @DaysOfTrump in the White House! #MakeAmericaGreatAgain https://‚Ä¶",57,1,1,-73.9441579,40.6781784
"356","dralmavillegas","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",610,0,0,-73.9441579,40.6781784
"357","drkate4justice","@PRyan on board the #TrumpTrain https://t.co/KhYJ4bJiQi #Hannity #MakeAmericaGreatAgain",0,0,0,-107.2902839,43.0759678
"358","drocktrot","RT @PerezHilton: As if you needed more proof that #DonaldTrump is not really trying to #MakeAmericaGreatAgain... https://t.co/qD8Kh3e1vI",14,0,0,-73.9417735,40.6872176
"359","DrStuLamp","It is all becoming clear! @StephenAtHome
Is Trump your fault?
J.K.     but it is eerily similar...‚Ä¶ https://t.co/nU3fTALyqt",0,2,2,-96.7898034,46.8771863
"360","DrSue19380","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",610,0,0,-75.6054882,39.9606643
"361","Drumhead1971","@seanhannity some will some won't. TERM LIMITS! Vote the RINO's out!
#MakeAmericaGreatAgain #Trump",0,0,0,-78.6568942,37.4315734
"362","DthroughZ","RT @WhitneyVendt: #MakeAmericaGreatAgain ie:""return to a time when the president would be automatically be a white male no exceptions"" http‚Ä¶",1,0,0,-118.2436849,34.0522342
"363","DukeHobo","RT @TCB_AK: #Trump is rocking it at the game while the crowd chants #MakeAmericaGreatAgain Ì†ºÌ∑∫Ì†ºÌ∑∏ 

#ArmyNavyGameDay
#GoArmy 
#GoNavy https://t‚Ä¶",23,0,0,-88.019826,44.519159
"364","dunphy_sheila","RT @Reince: Strong, qualified cabinet coming together ahead of previous administrations. Best and brightest ready to #MakeAmericaGreatAgain",1873,5,5,-80.4549026,38.5976262
"365","dunphy_sheila","RT @analyticalps: RUSSIA! RUSSIA! RUSSIA! Evidence? Oh, still working on that part.Ì†æÌ¥î I see...#Trump #Russia #MAGA #MakeAmericaGreatAgain #D‚Ä¶",2,0,0,-80.4549026,38.5976262
"366","Dwagner2465","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",610,0,0,-82.907123,40.4172871
"367","dyanjae","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-86.5953716,36.2086984
"368","dyanjae","RT @RogerJStoneJr: Leading the charge in the Trump revolution since way back! @realDonaldTrump has always wanted to #MakeAmericaGreatAgain‚Ä¶",148,2,2,-86.5953716,36.2086984
"369","dyanjae","RT @DanScavino: President-elect @realDonaldTrump speaking @lagop. Get out &amp; VOTE tomorrow for @JohnKennedyLA! #MakeAmericaGreatAgain https:‚Ä¶",476,0,0,-86.5953716,36.2086984
"370","DyceComms","#MakeAmericaGreatAgain #ncpol #ncga &gt;&gt; https://t.co/I0ZG1FhBqT",0,0,0,-80.8431267,35.2270869
"371","dylangray45","#merrychristmas #MakeAmericaGreatAgain #Trump #usa #politics #quote #freedom https://t.co/fyYIN7pFnY",0,2,2,-95.712891,37.09024
"372","dyn0myt3","RT @amrightnow: Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 https://t.co/bPQXt7j‚Ä¶",2,1,1,-94.961594,29.7270612
"373","earlworthington","@FoxNews @realDonaldTrump politics cuz #Trump2016 used Pres Reagan's #MakeAmericaGreatAgain campaign mantra &amp; my upcoming missive 2 him will",0,0,0,-87.6297982,41.8781136
"374","Early__May","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-86.2513459,35.5301755
"375","EastCobbChris","Trump watch what ya say there guy... #Trump #CBS ##ArmyNavyGameDay #armynavy #vernelundquist #DonaldTrump #Army‚Ä¶ https://t.co/MfsMKuUTU7",3,2,2,-84.3879824,33.7489954
"376","Eat_Shop_Travel","Those Muslim terrorists and Mexican rapists, keep them out!! But hand control of our govt to the Russians. #MakeAmericaGreatAgain",0,0,0,-74.0059413,40.7127837
"377","EBChristyJr","RT @GOP: Making moves to #MakeAmericaGreatAgain! https://t.co/kQHtlieQpV",462,0,0,-84.2807329,30.4382559
"378","ECCDeplorable","RT @NewtTrump: First they ignore you, then they laugh at you, then they fight you, and then you win. #MakeAmericaGreatAgain #PersonOfTheYea‚Ä¶",51,0,0,-71.0588801,42.3600825
"379","Eddietonymac","RT @TCB_AK: #Trump is rocking it at the game while the crowd chants #MakeAmericaGreatAgain Ì†ºÌ∑∫Ì†ºÌ∑∏ 

#ArmyNavyGameDay
#GoArmy 
#GoNavy https://t‚Ä¶",23,0,0,-81.5157535,27.6648274
"380","eeniahoasis","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-119.4179324,36.778261
"381","ekdeplorable","RT @JerseyGirlD2: Once in my lifetime..PRESIDENT TRUMP Ì†ºÌ∑∫Ì†ºÌ∑∏ #MakeAmericaGreatAgain https://t.co/khlrTsOrjn",9,0,0,-95.712891,37.09024
"382","EliInChicago","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",612,0,0,-87.6297982,41.8781136
"383","ElizabethDynan","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",612,0,0,-77.1945247,41.2033216
"384","Ellen_Levasseur","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",610,0,0,-81.5157535,27.6648274
"385","els6253","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",612,0,0,-119.1453834,35.3835708
"386","Elvisman1954","RT @Reince: Strong, qualified cabinet coming together ahead of previous administrations. Best and brightest ready to #MakeAmericaGreatAgain",1873,5,5,-88.0683955,41.6986416
"387","EmilyEab1998","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-82.1128641,28.0186323
"388","emilyplacido","RT @Reince: Strong, qualified cabinet coming together ahead of previous administrations. Best and brightest ready to #MakeAmericaGreatAgain",1873,5,5,-81.5157535,27.6648274
"389","EnergyIngenuity","@realDonaldTrump #MakeAmericaGreatAgain Millions of #NewJobs
Education
#SpaceTravel
NO names YET for some new jobs https://t.co/nvFQfh9ABE",0,0,0,-94.9915831,30.4962135
"390","enlightnup","RT @Reince: Strong, qualified cabinet coming together ahead of previous administrations. Best and brightest ready to #MakeAmericaGreatAgain",1873,5,5,-111.0937311,34.0489281
"391","EricLiptonNYT","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-77.0368707,38.9071923
"392","ErikSchouweile2","RT @DaysOfTrump: 41 Days to #Trump : Counting down to Inauguration Day and @DaysOfTrump in the White House! #MakeAmericaGreatAgain https://‚Ä¶",10,1,1,-92.1715571,44.1649655
"393","etv81601yahoo","RT @GOP: Working hard for the American people and ready to #MakeAmericaGreatAgain ‚¨áÔ∏è https://t.co/eGQYR5ZQNB",697,0,0,-77.4416505,37.3568157
"394","EvanSchrage","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-87.6297982,41.8781136
"395","EveaFranks","RT @maconnal: #HandCuffHillary @infowars #InfoWars @realAlexJones #CrookedHillary #NeverHillary
#MakeAmericaGreatAgain
#Trump2016 https://t‚Ä¶",7,0,0,-86.5804473,35.5174913
"396","EvelynizMe","RT @transition2017: Thank you Gov. @TerryBranstad!
#MakeAmericaGreatAgain https://t.co/XymEXl6sVl",573,1,1,-116.1641519,34.2496028
"397","EvelynizMe","RT @NICHONASRI: #ThursdayThoughts Retweet to whish @realDonaldTrump merry Christmas en happy new year of  #MakeAmericaGreatAgain  #gainwith‚Ä¶",35,2,2,-116.1641519,34.2496028
"398","Falconeer","RT @GardenerCooks: I havent felt this hopeful in 8 years. #Paroled #MakeAmericaGreatAgain @realDonaldTrump",0,1,1,-78.6568942,37.4315734
"399","FARONORTH","RT @Reince: Strong, qualified cabinet coming together ahead of previous administrations. Best and brightest ready to #MakeAmericaGreatAgain",1873,5,5,-120.7401386,47.7510741
"400","FD1000","RT @The_Trump_Train: Sheriff David Clarke weighs in on the dishonest MSM in classic fashion. He is a true leader! #MakeAmericaGreatAgain ht‚Ä¶",1059,0,0,-94.5785667,39.0997265
"401","FD1000","RT @maconnal: This person doesn't want your support; Let her know she won't get it. #MakeAmericaGreatAgain #Trump2016 #TrumpTrain https://t‚Ä¶",1,1,1,-94.5785667,39.0997265
"402","FD1000","RT @Don_Vito_08: Once you've secured the border, you can be generous with the people here #AmericaFirst 
#MakeAmericaGreatAgain https://t.c‚Ä¶",329,1,1,-94.5785667,39.0997265
"403","FD1000","RT @amrightnow: ""The Real Trump"" Make Video #1 (Trump About You) https://t.co/j58e8aacrE #MakeAmericaGreatAgain #tcot  #trumptrain https://‚Ä¶",12,2,2,-94.5785667,39.0997265
"404","FD1000","RT @WeNeedTrump: Donald Trump is doing more for American workers than Obama ever has. #MakeAmericaGreatAgain https://t.co/wB0atwxlY7",224,1,1,-94.5785667,39.0997265
"405","FD1000","RT @The_Trump_Train: Help keep the #NewMedia movement alive and combat dishonest MSM! #MakeAmericaGreatAgain 

Subscribe here: https://t.co‚Ä¶",215,-1,1,-94.5785667,39.0997265
"406","FelipeM24594837","RT @TheFoundingSon: The President we were waiting for so long!
#MakeAmericaGreatAgain https://t.co/Hm5uu6o9vD",58,0,0,-117.3272615,33.6680772
"407","FemdomPresident","#MakeAmericaGreatAgain Liberal Madam Is grabbing you in the pussy #NiteFlirt. Call 1-800-To-Flirt, ext: 11147064",0,0,0,-95.712891,37.09024
"408","FemdomPresident","#MakeAmericaGreatAgain Liberal Madam Is grabbing you in the pussy #NiteFlirt. Call 1-800-To-Flirt, ext: 11147074",0,0,0,-95.712891,37.09024
"409","femijr","Whats the diff between Gambia's Jammeh &amp; Hillary? He conceded &amp; now only asking 4 a recount. #MakeAmericaGreatAgain https://t.co/Acs4oHaVHy",0,-1,1,-75.1500262,39.9488703
"410","femijr","Don't u read #CNN Jammeh? Blame it on #RussianHackers bro to undermine Gambia elections, like Hillary.‚Ä¶ https://t.co/PGKJYKXDxc",0,-1,1,-75.1500262,39.9488703
"411","femijr","If Gambia's Jammeh were smart, he'd quickly blame the Russian hackers, like Hillary.
#MakeAmericaGreatAgain #MAGA  https://t.co/Acs4oHaVHy",0,1,1,-75.1500262,39.9488703
"412","femijr","Calm down. Sit down. Relax. Enjoy. You are about to see how presidency is done. #MakeAmericaGreatAgain #MAGA #tcot #pjnet
@CitiBE @WSJ",0,2,2,-75.1500262,39.9488703
"413","femijr","B4 tomorrow morning, #crookmedia would be reporting that #PresidentTrump  is nominating Putin for SoS. #MakeAmericaGreatAgain @cyndiwanek",0,0,0,-75.1500262,39.9488703
"414","Fidaddle","RT @yadkinfarm: Fake News??? MSNBC Anchor Falsely Claims Fox Had Party at Trump's D.C. Hotel @mitchellvii #MakeAmericaGreatAgain  https://t‚Ä¶",4,-2,2,-82.2652846,35.7647092
"415","FinalCallFilm","Trump's Jewish army https://t.co/UOuUakt6n2 #Trump #DonaldTrump #DonaldTrumpPresident #American #MakeAmericaGreatAgain",0,1,1,-83.1497751,42.6064095
"416","fitzie63","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",612,0,0,-120.7401386,47.7510741
"417","FjmunoMunoz","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",612,0,0,-99.9018131,31.9685988
"418","fleetbob1","RT @The_Trump_Train: Watch Michael Moore get shut down by Michigan autoworker! #MakeAmericaGreatAgain https://t.co/EaVXfUHVMA",1450,0,0,-74.2631635,40.6975898
"419","FleurDiLisa50","RT @NewtTrump: First they ignore you, then they laugh at you, then they fight you, and then you win. #MakeAmericaGreatAgain #PersonOfTheYea‚Ä¶",51,0,0,-85.7584557,38.2526647
"420","floridayys","RT @DaysOfTrump: 41 Days to #Trump : Counting down to Inauguration Day and @DaysOfTrump in the White House! #MakeAmericaGreatAgain https://‚Ä¶",57,1,1,-81.5157535,27.6648274
"421","fluffylupa1","RT @The_Trump_Train: A great Christmas gift for any proud Trump supporter. Click the picture and order now! #MakeAmericaGreatAgain

https:/‚Ä¶",34,4,4,-81.5157535,27.6648274
"422","FluffyMcduff","#DrainTheSwamp 
#MAGA 
#MakeAmericaGreatAgain 
#AmericaFirst 
#TrumpsAmerica 
#TrumpLeaks 
#GOPtreason 
#Treason‚Ä¶ https://t.co/JivuARpzob",0,-1,1,-77.1945247,41.2033216
"423","FluffyMcduff","#DrainTheSwamp #MAGA #MakeAmericaGreatAgain #tcot #SaturdayMorning https://t.co/PpNg99i6e8",0,0,0,-77.1945247,41.2033216
"424","FluffyMcduff","#DrainTheSwamp #MAGA #MakeAmericaGreatAgain #AmericaFirst #BigLeagueTruth #Trump #tcot #TrumpTrain #ThankYouTour2016 https://t.co/mbTZKMymnC",0,1,1,-77.1945247,41.2033216
"425","flysNort","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",612,0,0,-91.2555616,43.8698504
"426","fmiller26","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-86.1349019,40.2671941
"427","FoucheAndre","RT @Reince: Strong, qualified cabinet coming together ahead of previous administrations. Best and brightest ready to #MakeAmericaGreatAgain",1873,5,5,-82.4571776,27.950575
"428","FoxyOnYourRadio","#thekevinfoxshow Listeners Make America Great! #makeamericagreatagain @ Veterans First https://t.co/OhJzWCcZO0",0,1,1,-120.9968782,37.6390972
"429","FrancesFrancine","@realDonaldTrump Is Our Next President of the United StatesÌ†ºÌ∑∫Ì†ºÌ∑∏
Deal With it! #RealNews #MakeAmericaGreatAgain https://t.co/mSj2ECxD9s",12,0,0,-105.937799,35.6869752
"430","FrancesFrancine","#MakeAmericaGreatAgainÌ†ΩÌ≤ïÌ†ΩÌ≤™Ì†ºÌ∑∫Ì†ºÌ∑∏ https://t.co/9EWBDFmNtc",1,0,0,-105.937799,35.6869752
"431","FrancesFrancine","#MakeAmericaGreatAgainÌ†ºÌ∑∫Ì†ºÌ∑∏ #BuildTheWall https://t.co/50QQnzvs4p",1,0,0,-105.937799,35.6869752
"432","FrancesFrancine","@pwalnuts1156 @Rosie909294 @TINAHILLSTROM1 
#MakeAmericaGreatAgain
@realDonaldTrump 
Our President of the 
United States of AMERICAÌ†ΩÌ∏ÅÌ†ºÌ∑∫Ì†ºÌ∑∏",0,0,0,-105.937799,35.6869752
"433","FrancesFrancine","#MakeAmericaGreatAgain
@realDonaldTrump 
PRESIDENT OF THE UNITED STATES OF AMERICAÌ†ΩÌ≤ïÌ†ºÌ∑∫Ì†ºÌ∑∏ https://t.co/EkffjQZS34",0,0,0,-105.937799,35.6869752
"434","frankprotwin","@ThursNghtClub @brosiah_jgpat11 @sonoflance #MakeAmericaGreatAgain #PresidentTrump #NoMoreLiberalsDC #ObamaWorstPresidentEVER #HillaryLiar",0,0,0,-78.8783689,42.8864468
"435","fsalas19441","RT @BlackAttackHawk: WE ARE ALL SPARTACUS

Happy 100th birthday Kirk Douglas. You are a legend, sir.

#MakeAmericaGreatAgain https://t.co/s‚Ä¶",39,0,0,-97.7277959,31.1171194
"436","FSG1999","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",610,0,0,-122.1430195,37.4418834
"437","FuckBoats","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-85.6023643,44.3148443
"438","FuturologyBot","RT @The_Trump_Train: America will be the future of all different types of industries. JOBS JOBS JOBS! #MakeAmericaGreatAgain https://t.co/l‚Ä¶",463,0,0,-73.9956168,40.7261111
"439","g_tarr2","RT @DanScavino: President-elect @realDonaldTrump speaking @lagop. Get out &amp; VOTE tomorrow for @JohnKennedyLA! #MakeAmericaGreatAgain https:‚Ä¶",476,0,0,-81.5157535,27.6648274
"440","gaddzook","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",610,0,0,-119.4179324,36.778261
"441","gary_rath","RT @RobbieRosamelia: .@SebGorka succinctly breaks down the message Trump won on: #MakeAmericaGreatAgain https://t.co/IFB1qVBWbz",11,1,1,-95.6890185,39.0558235
"442","gary_rath","RT @DaysOfTrump: 41 Days to #Trump : Counting down to Inauguration Day and @DaysOfTrump in the White House! #MakeAmericaGreatAgain https://‚Ä¶",10,1,1,-95.6890185,39.0558235
"443","GaryWebb12","So if Russia intervened in our election does that mean that the United States is now the Ukraine? #MakeAmericaGreatAgain",0,0,0,-85.6680863,42.9633599
"444","Gays4ChickFilA","RT @JasonMillerinDC: Transition Update: No announcements on Secretary of State until next week at the earliest. #MakeAmericaGreatAgain",613,0,0,-87.6297982,41.8781136
